wavelength,"0","30","60","90"
602.65,0.09009,0.07607,0.05465,0.04568
603.1,0.08983,0.0757,0.05436,0.04551
603.55,0.08957,0.07535,0.05407,0.04535
604,0.08932,0.07503,0.05384,0.04518
604.45,0.08906,0.07474,0.05357,0.04502
604.9,0.0888,0.07448,0.05327,0.0449
605.35,0.08854,0.07422,0.05298,0.04474
605.8,0.08828,0.074,0.05265,0.04458
606.25,0.08801,0.07374,0.05235,0.04441
606.7,0.08775,0.0735,0.05206,0.04424
607.15,0.08749,0.07322,0.0518,0.04401
607.6,0.08725,0.07295,0.05158,0.04382
608.05,0.08701,0.07267,0.05134,0.04356
608.5,0.08679,0.0724,0.05105,0.04329
608.95,0.08657,0.07207,0.0508,0.04301
609.39,0.08636,0.07174,0.05054,0.04268
609.84,0.08615,0.07139,0.05025,0.04239
610.29,0.08592,0.07107,0.04995,0.0421
610.74,0.08568,0.07077,0.04965,0.04178
611.19,0.0854,0.07044,0.04937,0.04151
611.64,0.0851,0.07008,0.04912,0.04121
612.09,0.08477,0.06976,0.04885,0.04092
612.54,0.08441,0.06944,0.04858,0.04063
612.99,0.08403,0.06912,0.04829,0.04032
613.44,0.08363,0.06879,0.04796,0.03998
613.88,0.08322,0.06844,0.04763,0.03967
614.33,0.08281,0.06808,0.0473,0.03937
614.78,0.08242,0.06778,0.04697,0.03906
615.23,0.08204,0.06745,0.04667,0.03879
615.68,0.08169,0.06713,0.04636,0.03852
616.13,0.08136,0.06681,0.04605,0.03826
616.58,0.08105,0.0665,0.04577,0.03806
617.03,0.08075,0.06622,0.0455,0.03792
617.47,0.08047,0.06595,0.04523,0.03775
617.92,0.0802,0.06567,0.04494,0.03759
618.37,0.07992,0.06541,0.04466,0.0374
618.82,0.07964,0.06517,0.04432,0.03723
619.27,0.07937,0.06493,0.04403,0.03711
619.72,0.07909,0.06471,0.04375,0.03699
620.17,0.07882,0.06446,0.04349,0.03686
620.61,0.07854,0.06419,0.0432,0.03673
621.06,0.07827,0.06397,0.04296,0.03656
621.51,0.07798,0.06374,0.04276,0.03643
621.96,0.07769,0.06352,0.04257,0.03633
622.41,0.07739,0.06327,0.04234,0.03624
622.86,0.07709,0.06304,0.04209,0.03607
623.3,0.07678,0.06281,0.04192,0.0359
623.75,0.07646,0.0626,0.04176,0.03572
624.2,0.07613,0.06236,0.04161,0.03554
624.65,0.07581,0.06212,0.04143,0.03532
625.1,0.07548,0.06186,0.04129,0.03509
625.54,0.07514,0.06161,0.04115,0.03486
625.99,0.07479,0.06137,0.04097,0.03461
626.44,0.07442,0.06114,0.0407,0.03433
626.89,0.07403,0.0609,0.04043,0.03403
627.34,0.07362,0.06067,0.04013,0.03374
627.78,0.07319,0.06041,0.03984,0.03349
628.23,0.07274,0.06017,0.03956,0.03318
628.68,0.07227,0.05994,0.03932,0.03292
629.13,0.07181,0.05969,0.0391,0.03271
629.58,0.07135,0.05946,0.03888,0.03251
630.02,0.07091,0.05922,0.03868,0.03232
630.47,0.0705,0.05894,0.0385,0.03214
630.92,0.07011,0.05868,0.03833,0.032
631.37,0.06974,0.05841,0.03815,0.03187
631.81,0.0694,0.05816,0.03797,0.03175
632.26,0.06908,0.05787,0.03784,0.03164
632.71,0.06877,0.05762,0.03766,0.03153
633.16,0.06847,0.05734,0.03749,0.03142
633.61,0.06816,0.05706,0.03727,0.03127
634.05,0.06786,0.05675,0.03706,0.03113
634.5,0.06755,0.05647,0.03687,0.03104
634.95,0.06723,0.05616,0.03664,0.03095
635.4,0.0669,0.05587,0.0364,0.03082
635.84,0.06654,0.05559,0.03615,0.03069
636.29,0.06617,0.05534,0.03594,0.03055
636.74,0.06579,0.0551,0.03566,0.03039
637.18,0.06543,0.05486,0.03544,0.03027
637.63,0.06508,0.0546,0.0352,0.03012
638.08,0.06474,0.05435,0.03498,0.02998
638.53,0.06444,0.0541,0.03482,0.02983
638.97,0.06416,0.05386,0.03464,0.0297
639.42,0.06391,0.05364,0.03444,0.02953
639.87,0.06366,0.05343,0.03426,0.02936
640.32,0.06343,0.05325,0.03409,0.02916
640.76,0.06319,0.05307,0.03393,0.02896
641.21,0.06297,0.05287,0.03381,0.02879
641.66,0.06274,0.0527,0.03365,0.02863
642.1,0.06249,0.05255,0.03352,0.02847
642.55,0.06223,0.05235,0.03343,0.02833
643,0.06196,0.05217,0.03333,0.02815
643.44,0.06167,0.052,0.03319,0.02801
643.89,0.06137,0.05182,0.03304,0.02786
644.34,0.06107,0.05163,0.03283,0.02767
644.79,0.06077,0.05141,0.03265,0.02751
645.23,0.06049,0.05121,0.03251,0.02735
645.68,0.06022,0.05097,0.03239,0.0272
646.13,0.05995,0.05071,0.03228,0.02706
646.57,0.05968,0.05046,0.03218,0.02697
647.02,0.05942,0.0502,0.03207,0.02687
647.47,0.05917,0.04998,0.03195,0.02674
647.91,0.05892,0.0498,0.03188,0.02661
648.36,0.05867,0.04963,0.03179,0.02649
648.81,0.05842,0.0495,0.03167,0.02639
649.25,0.05818,0.04938,0.03156,0.02628
649.7,0.05794,0.04927,0.03145,0.02619
650.15,0.0577,0.04913,0.03139,0.02614
650.59,0.05745,0.04901,0.03132,0.02607
651.04,0.05719,0.04887,0.03124,0.02603
651.48,0.05691,0.0487,0.03118,0.02598
651.93,0.05662,0.04851,0.03107,0.02593
652.38,0.05632,0.0483,0.03096,0.02588
652.82,0.05599,0.04812,0.0308,0.02584
653.27,0.05566,0.04794,0.03063,0.02575
653.72,0.05535,0.04777,0.03045,0.02566
654.16,0.05506,0.04758,0.03023,0.02553
654.61,0.0548,0.04743,0.03001,0.02541
655.06,0.05459,0.04726,0.02984,0.02537
655.5,0.05442,0.04708,0.02968,0.02526
655.95,0.0543,0.04691,0.02958,0.0252
656.39,0.05422,0.0467,0.02945,0.0251
656.84,0.05415,0.04656,0.02933,0.02505
657.29,0.0541,0.04639,0.02926,0.02504
657.73,0.05404,0.04625,0.02923,0.02502
658.18,0.05398,0.04611,0.02917,0.02501
658.62,0.05391,0.04599,0.02912,0.02499
659.07,0.05382,0.04585,0.02907,0.02497
659.52,0.05371,0.04571,0.02903,0.02496
659.96,0.05359,0.04558,0.02899,0.02492
660.41,0.05347,0.04548,0.02889,0.02487
660.85,0.05333,0.04538,0.02877,0.02478
661.3,0.0532,0.04532,0.02865,0.02468
661.74,0.05306,0.04525,0.02853,0.02456
662.19,0.05292,0.0452,0.02838,0.02447
662.64,0.05277,0.04511,0.02827,0.02438
663.08,0.0526,0.04497,0.02816,0.02428
663.53,0.05242,0.04485,0.0281,0.02421
663.97,0.05223,0.04474,0.02807,0.02412
664.42,0.05202,0.04459,0.02803,0.02403
664.86,0.0518,0.0444,0.02798,0.02392
665.31,0.05159,0.04424,0.02794,0.02381
665.75,0.05137,0.04408,0.02797,0.02372
666.2,0.05115,0.04395,0.02795,0.02365
666.65,0.05093,0.04378,0.02793,0.02358
667.09,0.05071,0.04358,0.02788,0.02351
667.54,0.0505,0.04342,0.02786,0.02345
667.98,0.05029,0.04323,0.02785,0.02341
668.43,0.05007,0.04306,0.0278,0.02337
668.87,0.04984,0.0429,0.0277,0.02329
669.32,0.04961,0.04275,0.02759,0.02317
669.76,0.04938,0.04264,0.02743,0.02306
670.21,0.04914,0.04258,0.02725,0.02291
670.65,0.04889,0.04251,0.02708,0.02277
671.1,0.04865,0.04244,0.02691,0.02267
671.54,0.04843,0.04234,0.02674,0.02254
671.99,0.04824,0.04223,0.02661,0.02245
672.43,0.04807,0.04211,0.02654,0.02241
672.88,0.04791,0.04197,0.02647,0.02238
673.32,0.04777,0.04186,0.0264,0.02235
673.77,0.04763,0.04174,0.02633,0.02236
674.21,0.04749,0.04163,0.02623,0.02231
674.66,0.04734,0.04155,0.02616,0.02234
675.1,0.04717,0.04148,0.02606,0.0223
675.55,0.04698,0.04139,0.02596,0.02227
675.99,0.04679,0.04131,0.02585,0.02223
676.44,0.04658,0.0412,0.02573,0.02219
676.88,0.04635,0.04109,0.0256,0.02214
677.33,0.04613,0.04096,0.02545,0.02209
677.77,0.04588,0.04083,0.02527,0.02201
678.22,0.04563,0.04069,0.02508,0.02193
678.66,0.04538,0.04059,0.02491,0.02186
679.11,0.04513,0.04051,0.02476,0.0218
679.55,0.04489,0.04043,0.02463,0.02179
679.99,0.04464,0.04038,0.02453,0.02179
680.44,0.04441,0.04036,0.02446,0.02181
680.88,0.04419,0.04033,0.02441,0.02183
681.33,0.04398,0.04027,0.02442,0.02188
681.77,0.04377,0.0402,0.02444,0.02192
682.22,0.04354,0.04013,0.02443,0.02194
682.66,0.0433,0.04003,0.02442,0.02194
683.11,0.04304,0.03991,0.02444,0.02192
683.55,0.04274,0.03978,0.02445,0.02185
683.99,0.04242,0.03962,0.02441,0.02178
684.44,0.04208,0.03946,0.02435,0.0217
684.88,0.04175,0.0393,0.02426,0.02158
685.33,0.04142,0.03916,0.02423,0.02149
685.77,0.0411,0.03905,0.02416,0.0214
686.21,0.0408,0.03891,0.02408,0.02131
686.66,0.04051,0.03876,0.02396,0.02121
687.1,0.04024,0.03861,0.02384,0.02109
687.55,0.03998,0.03849,0.02373,0.02098
687.99,0.03974,0.03833,0.02362,0.02083
688.44,0.03951,0.03818,0.02352,0.0207
688.88,0.0393,0.03802,0.02348,0.02063
689.32,0.0391,0.03788,0.02346,0.02054
689.77,0.03889,0.03777,0.02348,0.02053
690.21,0.03869,0.03766,0.02348,0.0205
690.65,0.03849,0.03755,0.02343,0.02047
691.1,0.03829,0.03747,0.02338,0.02047
691.54,0.03807,0.03737,0.02336,0.02044
691.99,0.03786,0.03729,0.02333,0.02039
692.43,0.03764,0.03716,0.02328,0.02037
692.87,0.0374,0.03701,0.02319,0.02029
693.32,0.03716,0.03684,0.0231,0.02027
693.76,0.0369,0.03668,0.02301,0.02019
694.2,0.03662,0.03652,0.02289,0.02014
694.65,0.03634,0.03637,0.02272,0.02008
695.09,0.03607,0.03623,0.02256,0.01999
695.53,0.0358,0.03615,0.02239,0.0199
695.98,0.03555,0.03608,0.02227,0.01986
696.42,0.03533,0.03601,0.02217,0.01981
696.86,0.03514,0.03594,0.02211,0.01977
697.31,0.03495,0.03587,0.02208,0.01973
697.75,0.03479,0.03585,0.0221,0.01973
698.19,0.03462,0.03583,0.02214,0.01979
698.64,0.03446,0.03577,0.0222,0.01983
699.08,0.03428,0.03569,0.0223,0.01993
699.52,0.03407,0.03562,0.02238,0.01999
699.97,0.03382,0.03556,0.02244,0.02004
700.41,0.03357,0.0355,0.0225,0.0201
700.85,0.0333,0.03546,0.02251,0.02014
701.3,0.03303,0.03537,0.02247,0.02015
701.74,0.03277,0.0353,0.02239,0.02014
702.18,0.03253,0.0352,0.02231,0.0201
702.63,0.03231,0.03514,0.0222,0.02008
703.07,0.03211,0.03503,0.02213,0.02007
703.51,0.03193,0.03495,0.022,0.01999
703.96,0.03174,0.03486,0.02189,0.0199
704.4,0.03153,0.03477,0.02183,0.01982
704.84,0.0313,0.03469,0.02184,0.01974
705.28,0.03105,0.03463,0.02186,0.01971
705.73,0.03079,0.03458,0.02191,0.01972
706.17,0.03051,0.03454,0.02193,0.01974
706.61,0.03022,0.03451,0.02203,0.01984
707.06,0.02994,0.03448,0.02213,0.01992
707.5,0.02968,0.03446,0.02218,0.02001
707.94,0.02944,0.03445,0.02216,0.02004
708.38,0.02922,0.03441,0.02218,0.02007
708.83,0.02902,0.03437,0.02216,0.02008
709.27,0.02883,0.03437,0.02214,0.02003
709.71,0.02867,0.03434,0.02207,0.02
710.15,0.02853,0.03431,0.022,0.01998
710.6,0.02839,0.03428,0.02193,0.01997
711.04,0.02827,0.03423,0.02191,0.02004
711.48,0.02817,0.03417,0.02186,0.02008
711.92,0.02808,0.03411,0.02177,0.02012
712.37,0.028,0.03402,0.02169,0.02018
712.81,0.02794,0.03394,0.02163,0.02022
713.25,0.02789,0.03387,0.02157,0.02031
713.69,0.02785,0.0338,0.02153,0.02036
714.13,0.02782,0.03377,0.02153,0.02042
714.58,0.02781,0.03374,0.02157,0.02053
715.02,0.02781,0.03375,0.02166,0.02066
715.46,0.02785,0.03378,0.02178,0.02088
715.9,0.02791,0.03381,0.02191,0.02111
716.35,0.02799,0.03389,0.02208,0.02132
716.79,0.02808,0.03395,0.02221,0.02157
717.23,0.02819,0.03402,0.02233,0.02177
717.67,0.02829,0.03411,0.02244,0.02196
718.11,0.02838,0.03415,0.02246,0.02207
718.56,0.02845,0.03418,0.02246,0.02212
719,0.02849,0.03421,0.02245,0.02214
719.44,0.0285,0.03425,0.02244,0.02214
719.88,0.02848,0.0343,0.02246,0.02212
720.32,0.02844,0.03426,0.02246,0.0221
720.76,0.02838,0.03422,0.02252,0.02207
721.21,0.02828,0.03421,0.02262,0.02204
721.65,0.02817,0.03424,0.02275,0.02205
722.09,0.02805,0.0343,0.0229,0.02211
722.53,0.02792,0.03434,0.02304,0.02218
722.97,0.0278,0.03439,0.02313,0.02223
723.41,0.02769,0.03444,0.0232,0.02229
723.86,0.02757,0.03451,0.02329,0.02227
724.3,0.02747,0.03459,0.02338,0.0223
724.74,0.02737,0.03469,0.02346,0.0223
725.18,0.02728,0.03474,0.0235,0.02229
725.62,0.02721,0.03484,0.02358,0.02225
726.06,0.02715,0.03493,0.0237,0.02222
726.5,0.0271,0.03503,0.02379,0.02224
726.95,0.02707,0.03517,0.02391,0.02231
727.39,0.02707,0.03531,0.02404,0.0224
727.83,0.0271,0.03546,0.02417,0.02252
728.27,0.02713,0.03561,0.0243,0.02266
728.71,0.02717,0.03576,0.02443,0.02284
729.15,0.02722,0.03591,0.02451,0.02303
729.59,0.02728,0.03606,0.02462,0.02319
730.03,0.02734,0.03621,0.02476,0.02343
730.48,0.02742,0.03633,0.02492,0.02365
730.92,0.0275,0.03647,0.02509,0.02383
731.36,0.0276,0.03663,0.0253,0.02399
731.8,0.02773,0.03675,0.02555,0.02423
732.24,0.02789,0.03689,0.0258,0.02448
732.68,0.02808,0.037,0.02603,0.02471
733.12,0.02828,0.03713,0.02619,0.02496
733.56,0.02848,0.03724,0.02636,0.02518
734,0.02867,0.03738,0.02649,0.02543
734.44,0.02882,0.03749,0.02661,0.02571
734.89,0.02894,0.03757,0.02675,0.02589
735.33,0.02901,0.03761,0.02683,0.02605
735.77,0.02902,0.03771,0.02685,0.02622
736.21,0.029,0.03778,0.02695,0.02639
736.65,0.02895,0.03783,0.02702,0.02657
737.09,0.02889,0.03787,0.0271,0.02665
737.53,0.02884,0.03787,0.02711,0.02666
737.97,0.02879,0.0379,0.02712,0.02674
738.41,0.02875,0.03791,0.02714,0.02684
738.85,0.02872,0.03788,0.02718,0.02691
739.29,0.02869,0.03784,0.02716,0.027
739.73,0.02865,0.03778,0.02712,0.02707
740.17,0.0286,0.03769,0.0271,0.02714
740.61,0.02852,0.03763,0.02706,0.02718
741.05,0.02841,0.0376,0.02703,0.02716
741.49,0.02829,0.03754,0.02706,0.02711
741.93,0.02816,0.0375,0.02701,0.02708
742.37,0.02804,0.03749,0.02698,0.02703
742.81,0.02793,0.03749,0.02698,0.02693
743.26,0.02785,0.03751,0.02691,0.02682
743.7,0.02779,0.0375,0.02684,0.02675
744.14,0.02778,0.03748,0.02677,0.02674
744.58,0.0278,0.03739,0.02672,0.02672
745.02,0.02783,0.03736,0.02666,0.02665
745.46,0.02787,0.0373,0.02662,0.02662
745.9,0.02791,0.03723,0.02658,0.02658
746.34,0.02795,0.03719,0.02654,0.02654
746.78,0.02799,0.03721,0.02648,0.02647
747.22,0.02803,0.03723,0.02646,0.02637
747.66,0.02807,0.03732,0.02642,0.02628
748.1,0.02814,0.03738,0.02642,0.02616
748.54,0.02823,0.03743,0.02636,0.02608
748.98,0.02833,0.03751,0.0264,0.02607
749.42,0.02843,0.03752,0.02644,0.02611
749.86,0.02855,0.0375,0.02647,0.02614
750.29,0.02864,0.03745,0.02644,0.02617
750.73,0.02871,0.0374,0.02647,0.02622
751.17,0.02874,0.03736,0.02654,0.02632
751.61,0.02873,0.03735,0.0266,0.02637
752.05,0.02869,0.03731,0.02666,0.02639
752.49,0.02864,0.03729,0.02665,0.02637
752.93,0.02857,0.03729,0.02667,0.02637
753.37,0.02849,0.0373,0.02666,0.02638
753.81,0.02842,0.03727,0.02672,0.02637
754.25,0.02835,0.03727,0.02667,0.02635
754.69,0.02829,0.0372,0.02664,0.02627
755.13,0.02822,0.03713,0.02654,0.02625
755.57,0.02811,0.03705,0.02652,0.02626
756.01,0.02796,0.03697,0.0265,0.02624
756.45,0.0278,0.03686,0.02649,0.02621
756.89,0.0276,0.03674,0.02641,0.02607
757.33,0.02737,0.03663,0.02633,0.02595
757.77,0.02711,0.03656,0.0263,0.0258
758.21,0.02684,0.03646,0.02624,0.02565
758.64,0.02659,0.0364,0.02619,0.0255
759.08,0.02637,0.03635,0.02614,0.02536
759.52,0.02618,0.03629,0.02598,0.0252
759.96,0.02603,0.03629,0.02591,0.02507
760.4,0.02592,0.03629,0.02589,0.02502
760.84,0.02585,0.03628,0.02578,0.02505
761.28,0.02582,0.03626,0.02577,0.02505
761.72,0.0258,0.03624,0.02576,0.02506
762.16,0.02578,0.03622,0.02581,0.02508
762.6,0.02574,0.03627,0.02586,0.02506
763.03,0.02569,0.03627,0.02589,0.02506
763.47,0.02564,0.03622,0.02596,0.02504
763.91,0.02558,0.03625,0.02604,0.02501
764.35,0.02553,0.0363,0.02616,0.02503
764.79,0.02551,0.03631,0.02632,0.02508
765.23,0.02551,0.03628,0.02645,0.02512
765.67,0.02553,0.03622,0.02662,0.02521
766.11,0.02557,0.03621,0.02678,0.02539
766.54,0.02561,0.03623,0.02695,0.02554
766.98,0.02566,0.03628,0.02705,0.02565
767.42,0.02571,0.03632,0.0271,0.02573
767.86,0.02575,0.03642,0.02712,0.0258
768.3,0.02581,0.03653,0.02717,0.02586
768.74,0.02589,0.0367,0.02718,0.02594
769.17,0.02601,0.03678,0.02718,0.02589
769.61,0.02618,0.03684,0.02724,0.0259
770.05,0.02636,0.03681,0.02726,0.0259
770.49,0.02657,0.03679,0.02733,0.02593
770.93,0.02677,0.03673,0.02733,0.02593
771.37,0.02695,0.03666,0.02734,0.02592
771.8,0.02709,0.03659,0.02728,0.02585
772.24,0.02718,0.03659,0.02723,0.02578
772.68,0.02722,0.03662,0.02708,0.02565
773.12,0.02723,0.03666,0.02698,0.02549
773.56,0.02721,0.03673,0.02684,0.02531
774,0.02721,0.03672,0.02665,0.0251
774.43,0.0272,0.03675,0.02652,0.02491
774.87,0.02721,0.03677,0.02644,0.02479
775.31,0.02722,0.03672,0.02634,0.02466
775.75,0.02723,0.03666,0.02622,0.02458
776.19,0.02725,0.03659,0.02609,0.02441
776.62,0.02727,0.03647,0.02597,0.02424
777.06,0.02725,0.0364,0.02582,0.02409
777.5,0.0272,0.03629,0.02571,0.02398
777.94,0.02711,0.03618,0.02557,0.02385
778.37,0.027,0.03609,0.02535,0.02364
778.81,0.02684,0.03599,0.02518,0.0234
779.25,0.02663,0.03589,0.02503,0.02321
779.69,0.02638,0.03583,0.02489,0.02307
780.13,0.02609,0.03579,0.02469,0.0229
780.56,0.0258,0.03576,0.02451,0.02273
781,0.02551,0.03569,0.0244,0.02257
781.44,0.0252,0.03565,0.0243,0.02249
781.88,0.02491,0.0356,0.02422,0.02242
782.31,0.02465,0.03549,0.02418,0.02239
782.75,0.02439,0.03533,0.02412,0.02227
783.19,0.02415,0.03517,0.02406,0.02221
783.63,0.02392,0.03499,0.02402,0.02216
784.06,0.02368,0.03481,0.02396,0.02205
784.5,0.02346,0.03463,0.02388,0.02191
784.94,0.02324,0.03442,0.02376,0.02178
785.37,0.02303,0.03425,0.02364,0.02171
785.81,0.02284,0.03412,0.02352,0.02159
786.25,0.02267,0.03398,0.02343,0.02149
786.69,0.02252,0.03383,0.02337,0.02141
787.12,0.02238,0.03371,0.02331,0.02142
787.56,0.02225,0.03366,0.02321,0.02139
788,0.02215,0.03365,0.02317,0.02138
788.43,0.02206,0.03368,0.02311,0.02132
788.87,0.02199,0.03366,0.02312,0.02136
789.31,0.02195,0.03361,0.02312,0.02141
789.75,0.02195,0.03357,0.02311,0.02146
790.18,0.02201,0.03353,0.0231,0.02149
790.62,0.02213,0.03349,0.02312,0.02159
791.06,0.0223,0.03346,0.02311,0.02169
791.49,0.02233,0.03344,0.02308,0.02171
791.93,0.02238,0.03342,0.02306,0.02172
792.37,0.02243,0.03341,0.02303,0.02174
792.8,0.0225,0.0334,0.02301,0.02176
793.24,0.02258,0.0334,0.02298,0.02178
793.68,0.02268,0.0334,0.02296,0.0218
794.11,0.02278,0.03341,0.02294,0.02182
794.55,0.0229,0.03342,0.02293,0.02185
794.99,0.02303,0.03344,0.02291,0.02187
795.42,0.02317,0.03346,0.02289,0.0219
795.86,0.02332,0.03349,0.02288,0.02193
796.3,0.02349,0.03352,0.02287,0.02196
796.73,0.02367,0.03356,0.02286,0.022
797.17,0.02386,0.03361,0.02285,0.02203
797.61,0.02406,0.03366,0.02284,0.02207
798.04,0.02427,0.03371,0.02284,0.0221
798.48,0.0245,0.03378,0.02283,0.02214
798.91,0.02473,0.03384,0.02283,0.02218
799.35,0.02498,0.03391,0.02283,0.02222
799.79,0.02524,0.03399,0.02283,0.02227
